"","stn_id","well_code","swn","well_name","latitude","longitude","wlm_method","wlm_acc","basin_code","basin_name","county_name","well_depth","well_use","well_type","wcr_log_no","wcr_file_no","well_loc_source","comments"
"359",NA,"C26",NA,"C26",41.5515636066805,-122.918605740673,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"360",NA,"D16",NA,"D16",41.4854850382788,-122.854554462279,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"361",NA,"D31",NA,"D31",41.498087889261,-122.879111350663,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"362",NA,"D40",NA,"D40",41.4127456674832,-122.858928627726,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"363",NA,"E3",NA,"E3",41.3840355718942,-122.830154959034,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"364",NA,"E71",NA,"E71",41.5109127232975,-122.895708469175,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"365",NA,"F56",NA,"F56",41.5095680428807,-122.914416327365,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"366",NA,"F6",NA,"F6",41.6288964128235,-122.891928981365,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"367",NA,"G11",NA,"G11",41.5304689045735,-122.855125023376,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"368",NA,"G31",NA,"G31",41.481675189009,-122.822677523678,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"369",NA,"G40",NA,"G40",41.6447889124507,-122.828367200683,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"370",NA,"H6",NA,"H6",41.520785100594,-122.861762463664,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"371",NA,"I16",NA,"I16",41.5310768581738,-122.858707815195,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"372",NA,"J15",NA,"J15",41.5967311173384,-122.83171038138,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"373",NA,"K11",NA,"K11",41.4855641899289,-122.867898585924,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"374",NA,"K12",NA,"K12",41.6032898513026,-122.852418156133,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"375",NA,"K22",NA,"K22",41.438500001913,-122.846196571415,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"376",NA,"K9",NA,"K9",41.5011603333691,-122.836175566791,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"377",NA,"L18",NA,"L18",41.5005476164042,-122.82982692412,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"378",NA,"L31",NA,"L31",41.4803548696112,-122.873239271629,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"379",NA,"L32",NA,"L32",41.5350755288145,-122.92514780987,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"380",NA,"M10",NA,"M10",41.4170375736916,-122.841472729779,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"381",NA,"M12",NA,"M12",41.4473484473618,-122.855489654267,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"382",NA,"M2",NA,"M2",41.5665541347778,-122.801900486356,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"383",NA,"N15",NA,"N15",41.6577858296924,-122.834169841205,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"384",NA,"N17",NA,"N17",41.4023900494964,-122.869191729979,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"385",NA,"N2",NA,"N2",41.498353136907,-122.858922733269,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"386",NA,"O32",NA,"O32",41.5559126041536,-122.860668347191,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"387",NA,"P18",NA,"P18",41.5693586093385,-122.809112420262,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"388",NA,"P23",NA,"P23",41.6233071185466,-122.771680421924,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"389",NA,"P43",NA,"P43",41.4087043153901,-122.816403232107,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"390",NA,"Q21",NA,"Q21",41.3579102277768,-122.822105254252,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"391",NA,"Q32",NA,"Q32",41.5413160359545,-122.836625755412,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"392",NA,"R18",NA,"R18",41.4779210821856,-122.888958257274,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"393",NA,"R24",NA,"R24",41.4718083095209,-122.845075939829,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"394",NA,"S19",NA,"S19",41.5699343410142,-122.83170797811,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"395",NA,"S21",NA,"S21",41.4431530915521,-122.864668689414,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"396",NA,"S42",NA,"S42",41.580151711945,-122.840162758581,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"397",NA,"V87",NA,"V87",41.5031033261691,-122.834349412414,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"398",NA,"W10",NA,"W10",41.3919200812716,-122.86647353215,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"399",NA,"X7",NA,"X7",41.6107367761035,-122.850792936286,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"400",NA,"Y61",NA,"Y61",41.5697150356764,-122.879409708892,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"401",NA,"Z36",NA,"Z36",41.4423302777383,-122.906879345359,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"402",NA,"QV01",NA,"9009_BigMeadows",41.6151388888889,-122.979472222222,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"403",NA,"QV02",NA,"9013_BigMeadows",41.6162222222222,-122.978861111111,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"404",NA,"QV03",NA,"12837_Kuut",41.5897222222222,-122.983055555556,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"405",NA,"QV04",NA,"12929_Kuut",41.5909444444444,-122.983333333333,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"406",NA,"QV05",NA,"12815_QuartzValleyRd",41.5903333333333,-122.976,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"407",NA,"QV06",NA,"13422_QuartzValleyRd",41.5971944444444,-122.972416666667,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"408",NA,"QV07",NA,"13601_QuartzValleyRd",41.6013888888889,-122.976055555556,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"409",NA,"QV08",NA,"13605_QuartzValleyRd",41.601,-122.977527777778,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"410",NA,"QV09",NA,"13616_QuartzValleyRd",41.6015555555556,-122.974388888889,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"411",NA,"QV10",NA,"13824_QuartzValleyRd",41.6044722222222,-122.975166666667,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"412",NA,"QV11",NA,"Gymnasium_QuartzValleyRd",41.5982222222222,-122.976388888889,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"413",NA,"QV12",NA,"9021_Sniktaw",41.6001944444444,-122.976111111111,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"414",NA,"QV13",NA,"9024_Sniktaw",41.5995555555556,-122.976722222222,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"415",NA,"QV14",NA,"9117_Sniktaw",41.6001388888889,-122.977555555556,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"416",NA,"QV15",NA,"12808_Yamitch",41.5895833333333,-122.980611111111,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"417",NA,"QV16",NA,"12817_Yamitch",41.5895277777778,-122.980916666667,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"418",NA,"QV17",NA,"12839_Yamitch",41.5902777777778,-122.980833333333,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"419",NA,"QV18",NA,"12912_Yamitch",41.5902777777778,-122.980555555556,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
"420",NA,"QV19",NA,"12920_Yamitch",41.5913611111111,-122.980555555556,NA,NA,"1-005","Scott River Valley","Siskiyou",NA,"Domestic","Single Well",NA,NA,"Quartz Valley IR",NA
